id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
353,verdant-edge-ledger,"Edge, IoT & Robotics",ledger,"An append-only event ledger for intelligence running near devices, sensors, and machines with replayable history.",Ledger for edge systems,Event schema + replay demo,mkdir verdant-edge-ledger && cd verdant-edge-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
354,steward-edge-simulator,"Edge, IoT & Robotics",simulator,"A simulation engine that stress-tests intelligence running near devices, sensors, and machines before deployment.",Simulator for edge systems,Scenario runner + sample cases,mkdir steward-edge-simulator && cd steward-edge-simulator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
355,terra-edge-compiler,"Edge, IoT & Robotics",compiler,"A compiler that converts human intent into machine-checkable plans for intelligence running near devices, sensors, and machines.",Compiler for edge systems,Parser + plan IR,mkdir terra-edge-compiler && cd terra-edge-compiler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
356,kindred-edge-index,"Edge, IoT & Robotics",index,"A semantic index that makes intelligence running near devices, sensors, and machines searchable, comparable, and reusable.",Index for edge systems,Indexer + query API,mkdir kindred-edge-index && cd kindred-edge-index && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
357,open-edge-canvas,"Edge, IoT & Robotics",canvas,"An interactive canvas for designing and debugging intelligence running near devices, sensors, and machines.",Canvas for edge systems,Web UI + example board,mkdir open-edge-canvas && cd open-edge-canvas && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
358,aurora-edge-agent,"Edge, IoT & Robotics",agent,"A specialist agent that manages one narrow responsibility inside intelligence running near devices, sensors, and machines.",Agent for edge systems,Agent contract + tests,mkdir aurora-edge-agent && cd aurora-edge-agent && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
359,cobalt-edge-orchestrator,"Edge, IoT & Robotics",orchestrator,"An orchestrator that coordinates modules responsible for intelligence running near devices, sensors, and machines.",Orchestrator for edge systems,Router + plugin registry,mkdir cobalt-edge-orchestrator && cd cobalt-edge-orchestrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
360,praxis-edge-guardian,"Edge, IoT & Robotics",guardian,"A guard layer that detects failure, drift, and misuse in intelligence running near devices, sensors, and machines.",Guardian for edge systems,Policy rules + audit log,mkdir praxis-edge-guardian && cd praxis-edge-guardian && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
361,humane-edge-codec,"Edge, IoT & Robotics",codec,"A translation layer that converts messy inputs into structured records for intelligence running near devices, sensors, and machines.",Codec for edge systems,Normalizer + fixtures,mkdir humane-edge-codec && cd humane-edge-codec && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
362,neon-edge-mesh,"Edge, IoT & Robotics",mesh,"A federated mesh where peers share signals about intelligence running near devices, sensors, and machines without central control.",Mesh for edge systems,Peer protocol + mock nodes,mkdir neon-edge-mesh && cd neon-edge-mesh && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
363,foundry-edge-notebook,"Edge, IoT & Robotics",notebook,"A living notebook format where every claim about intelligence running near devices, sensors, and machines carries evidence.",Notebook for edge systems,File format + renderer,mkdir foundry-edge-notebook && cd foundry-edge-notebook && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
364,root-edge-sandbox,"Edge, IoT & Robotics",sandbox,"A safe experimentation sandbox for testing intelligence running near devices, sensors, and machines under constraints.",Sandbox for edge systems,Isolated runner + examples,mkdir root-edge-sandbox && cd root-edge-sandbox && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
365,field-edge-graph,"Edge, IoT & Robotics",graph,"A graph engine that models dependencies, roles, and constraints for intelligence running near devices, sensors, and machines.",Graph for edge systems,Graph schema + viewer,mkdir field-edge-graph && cd field-edge-graph && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
366,dovetail-edge-daemon,"Edge, IoT & Robotics",daemon,"A background daemon that watches changes and updates intelligence running near devices, sensors, and machines automatically.",Daemon for edge systems,Watcher + config,mkdir dovetail-edge-daemon && cd dovetail-edge-daemon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
367,cairn-edge-lens,"Edge, IoT & Robotics",lens,"A diagnostic lens that reveals hidden structure and weak points in intelligence running near devices, sensors, and machines.",Lens for edge systems,Report generator,mkdir cairn-edge-lens && cd cairn-edge-lens && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
368,frontier-edge-bridge,"Edge, IoT & Robotics",bridge,"A bridge connecting legacy tools to modern primitives for intelligence running near devices, sensors, and machines.",Bridge for edge systems,Adapter + import script,mkdir frontier-edge-bridge && cd frontier-edge-bridge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
369,quiet-edge-forge,"Edge, IoT & Robotics",forge,"A generator that creates starter modules for intelligence running near devices, sensors, and machines.",Forge for edge systems,Template engine + sample project,mkdir quiet-edge-forge && cd quiet-edge-forge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
370,sentinel-edge-checkpoint,"Edge, IoT & Robotics",checkpoint,"A checkpointing system that preserves state and rollback paths for intelligence running near devices, sensors, and machines.",Checkpoint for edge systems,Snapshot API + restore test,mkdir sentinel-edge-checkpoint && cd sentinel-edge-checkpoint && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
371,ember-edge-radar,"Edge, IoT & Robotics",radar,"A signal-detection layer that finds emerging patterns in intelligence running near devices, sensors, and machines.",Radar for edge systems,Signal rules + dashboard,mkdir ember-edge-radar && cd ember-edge-radar && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
372,soma-edge-passport,"Edge, IoT & Robotics",passport,"A portable identity or credential artifact for participants in intelligence running near devices, sensors, and machines.",Passport for edge systems,Credential schema + verifier,mkdir soma-edge-passport && cd soma-edge-passport && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
373,glyph-edge-map,"Edge, IoT & Robotics",map,"A navigable map of actors, assets, and flows involved in intelligence running near devices, sensors, and machines.",Map for edge systems,Map model + demo data,mkdir glyph-edge-map && cd glyph-edge-map && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
374,lantern-edge-scheduler,"Edge, IoT & Robotics",scheduler,"A constraint-aware scheduler for coordinating resources inside intelligence running near devices, sensors, and machines.",Scheduler for edge systems,Solver + calendar export,mkdir lantern-edge-scheduler && cd lantern-edge-scheduler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
375,blueprint-edge-vault,"Edge, IoT & Robotics",vault,"A private vault for storing sensitive context used by intelligence running near devices, sensors, and machines.",Vault for edge systems,Encrypted store + access policy,mkdir blueprint-edge-vault && cd blueprint-edge-vault && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
376,civic-edge-mirror,"Edge, IoT & Robotics",mirror,"A reflection system that compares stated goals to actual behavior in intelligence running near devices, sensors, and machines.",Mirror for edge systems,Diff engine + report,mkdir civic-edge-mirror && cd civic-edge-mirror && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
377,atlas-edge-switchboard,"Edge, IoT & Robotics",switchboard,"A routing switchboard that sends each task in intelligence running near devices, sensors, and machines to the right module.",Switchboard for edge systems,Router + routing tests,mkdir atlas-edge-switchboard && cd atlas-edge-switchboard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
